SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 91bg-like/2016ije/KAST phase-band : u-,0.16959357,0.7479112,0.015,1.0,u,-,0.09690811,0.9030919,3.8851564,0.009786288
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2011by/KAST phase-band : 16.31B,0.06530416,0.7259754,0.001,-1.2,16.31,B,0.2381156,0.7618844,3.8868573,0.009790572
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,E,II-flash/2013fs_early/EFOSC2-NTT phase-band : -0.76B,0.748242,0.008790663,0.137,-1.0,-0.76,B,0.9954367,0.004563294,3.887912,0.009793229
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.07730176,0.5396473,0.137,-2.0,-6.0,B,0.5445564,0.45544362,3.7607384,0.009793589
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/1987a/IUE phase-band : -1.0B,4.0488838e-05,0.8436196,0.131,1.8,-1.0,B,1.0526517e-05,0.99998945,3.7820244,0.00979799
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-CSM/PTF11kx/LRIS phase-band : 88.0B,0.10771376,0.77723694,0.014,0.8,88.0,B,0.07608666,0.92391336,3.8917637,0.009802931
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia 02es-like/iPTF14atg/LRIS phase-band : 7.25B,0.30181628,0.6442591,0.011,0.8,7.25,B,0.20085011,0.7991499,3.8929522,0.009805925
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-02cx like/2002cx/FAST phase-band : 10.2B,0.0029510458,0.83962035,0.132,-2.0,10.2,B,0.014268361,0.98573166,3.7856405,0.0098073585
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ic-BL/2002ap/KAST phase-band : 5.0B,0.15366338,0.774156,0.018,1.8,5.0,B,0.055320635,0.9446794,3.8945353,0.009809913
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/1994D/KAST phase-band : 14.59B,0.06270411,0.7446468,0.0,-1.0,14.59,B,0.1976835,0.8023165,3.8947263,0.009810394
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/2013cu/DBSP phase-band : 23.34V,0.33602813,0.67763335,0.013,1.6,23.34,V,0.12975085,0.87024915,3.8948104,0.009810606
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/2008ax/DOLORES phase-band : -7.23B,0.22045568,0.7054512,0.014,0.4,-7.23,B,0.17460229,0.82539773,3.8951552,0.009811474
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB5,II-flash/2014G_early/BC-Asi phase-band : -5.09B,1.1176176,0.0748654,0.011,0.0,-5.09,B,0.9325196,0.06748038,3.788425,0.0098145725
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ic/2004dn/KAST phase-band : 2.0B,0.19214244,0.7846912,0.014,2.0,2.0,B,0.045616083,0.9543839,3.897176,0.009816565
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,TDE H+He/iPTF16axa/LRIS phase-band : 12.44B,1.0517168,0.2925565,0.009,1.2,12.44,B,0.55460244,0.4453976,3.8976007,0.009817634
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/2013df/KAST phase-band : -7.76B,0.2947942,0.60761243,0.013,0.2,-7.76,B,0.28215012,0.7178499,3.897693,0.009817866
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/1993J/KAST phase-band : -3.0B,0.18362568,0.70503145,0.014,0.4,-3.0,B,0.16440073,0.8355993,3.8979187,0.009818435
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIb/1996cb/KAST phase-band : 155.0B,0.26122418,0.7352788,0.039,2.0,155.0,B,0.07080868,0.92919135,3.899608,0.00982269
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,TDE H+He/2018dyb/EFOSC2-NTT phase-band : 36.03B,0.2230819,0.7206053,0.013,1.0,36.03,B,0.1201048,0.8798952,3.9045315,0.009835092
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/2016esw/KAST phase-band : 20.52B,0.17389163,0.70291287,0.012,0.4,20.52,B,0.16603068,0.8339693,3.9050663,0.009836439
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ic/2004gt/KAST phase-band : 1.58B,0.27916586,0.72818595,0.014,1.6,1.58,B,0.09237764,0.90762234,3.905182,0.00983673
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIn/2009kr/KAST phase-band : 15.12B,0.26930648,0.7519453,0.015,2.0,15.12,B,0.06531742,0.93468255,3.9056437,0.009837894
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ic/2007gr/KAST phase-band : -2.49B,0.21242651,0.58121294,0.007,-0.4,-2.49,B,0.36491296,0.6350871,3.9063625,0.009839704
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/2018hna/HFOSC phase-band : -40.0B,0.3559122,0.6900008,0.0,1.8,-40.0,B,0.12014672,0.87985325,3.907675,0.00984301
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ic/1994I/BC-Ekar phase-band : 2.0B,0.195906,0.7593957,0.015,1.4,2.0,B,0.07576661,0.9242334,3.9084327,0.009844919
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-CSM/PTF11kx/ISIS phase-band : 23.95B,0.119385675,0.7881034,0.011,0.8,23.95,B,0.07514701,0.92485297,3.9089923,0.009846329
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II/2016esw/KAST phase-band : 27.5B,0.1183595,0.7923475,0.014,1.4,27.5,B,0.051504627,0.9484954,3.9099147,0.009848652
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,TDE H+He/2018dyb/EFOSC2-NTT phase-band : 53.99B,0.41774744,0.6764906,0.014,1.8,53.99,B,0.12166559,0.8783344,3.9099545,0.009848752
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,IIn/ASASSN-15og/KAST phase-band : 21.49B,0.3556183,0.6385985,0.012,1.0,21.49,B,0.19372489,0.8062751,3.9105978,0.009850373
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2013dy/KAST phase-band : 99.24B,0.054003414,0.777363,0.0,-0.8,99.24,B,0.13765676,0.86234325,3.9106078,0.009850398
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,II/2008aw/Other phase-band : 3.0B,1.3917919,0.031376332,0.097,0.6,3.0,B,0.9624488,0.037551243,3.8824835,0.009854019
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ca-Ib/2016hgs/LRIS phase-band : 11.29g,0.121930204,0.81282693,0.016,2.0,11.29,g,0.02959954,0.97040045,3.9125516,0.009855294
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ic/2007gr/KAST phase-band : 12.33B,0.13742481,0.8014517,0.015,1.8,12.33,B,0.03884078,0.9611592,3.912945,0.009856285
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-norm/2011fe/LRIS phase-band : 15.34B,0.07453819,0.72789544,0.0,-0.8,15.34,B,0.20725787,0.79274213,3.9134655,0.009857596
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,TDE H+He/ASASSN-14li/IMACS phase-band : 41.75B,0.016930858,0.80211014,0.107,-2.0,41.75,B,0.11288705,0.887113,3.787789,0.009864034
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,Ia-02cx like/2010ae/GMOS-S phase-band : 4.0B,0.395448,0.6737319,0.0,1.4,4.0,B,0.15601133,0.84398866,3.9166813,0.009865697
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB2,II/2007od/Other phase-band : -3.0B,1.1469648,0.031293068,0.094,0.2,-3.0,B,0.9675467,0.032453272,3.8895042,0.009871838
ZTF24abbbttv_2024-08-18_SPRAT_binned.ascii,SB1,II-flash/2013fs_early/ISIS phase-band : 3.19B,1.4181268,0.017584879,0.0,0.8,3.19,B,0.97603995,0.02396006,3.9193099,0.009872316
